Title,Content,Permalink
> Notice by Tenant to Terminate Tenancy or Lease,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT DOCUMENT\nThis is a notice of the intention to terminate a lease/tenancy by a tenant.\n\nREQUIREMENTS\n• Name and address of the landlord or the landlord’s agent;\n• Property description.\n\nPROCESS\n• Fill in and sign this letter;\n• Serve the letter to the landlord.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:31233,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;14&quot;:{&quot;1&quot;:2,&quot;2&quot;:0},&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12,&quot;17&quot;:0}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:14}{&quot;1&quot;:92,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:104}{&quot;1&quot;:190,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:197}""><strong>ABOUT DOCUMENT</strong>
This is a notice of the intention to terminate a lease/tenancy by a tenant.
<strong>REQUIREMENTS</strong>
• Name and address of the landlord or the landlord’s agent;
• Property description.
<strong>PROCESS</strong>
• Fill in and sign this letter;
• Serve the letter to the landlord.</span>",https://www.lawyerwangu.com/documents/notice-by-tenant-to-terminate-tenancy/
> Notice by Tenant to repair,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT DOCUMENT\nThis is a demand for repairs by a tenant to the landlord. \n\nREQUIREMENTS\n• Name and address of the landlord or the landlord’s agent; \n• Property description. \n\nPROCESS \n• Fill in and sign this letter;\n• Serve the letter to the landlord.\n&quot;}"" data-sheets-userformat=""{&quot;2&quot;:12801,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:14}{&quot;1&quot;:75,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:87}{&quot;1&quot;:189,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:197}""><strong>ABOUT DOCUMENT</strong>
This is a demand for repairs by a tenant to the landlord.
<strong>REQUIREMENTS</strong>
• Name and address of the landlord or the landlord’s agent;
• Property description.
<strong>PROCESS </strong>
• Fill in and sign this letter;
• Serve the letter to the landlord.
</span>",https://www.lawyerwangu.com/documents/notice-by-tenant-to-repair/
> Notice by Landlord to Increase Rent,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT DOCUMENT\nThis is a notice of intention to increase rent by a Landlord.\n\nREQUIREMENTS\n• Name and address of the tenant.\n• Property Title number.\n\nPROCESS\n• Fill in and sign this letter;\n• Serve the letter to the tenant one month before the due date.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:31233,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;14&quot;:{&quot;1&quot;:2,&quot;2&quot;:0},&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12,&quot;17&quot;:0}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:14}{&quot;1&quot;:78,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:90}{&quot;1&quot;:151,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:158}""><strong>ABOUT DOCUMENT</strong>
This is a notice of intention to increase rent by a Landlord.
<strong>REQUIREMENTS</strong>
• Name and address of the tenant.
• Property Title number.
<strong>PROCESS</strong>
• Fill in and sign this letter;
• Serve the letter to the tenant one month before the due date.</span>",https://www.lawyerwangu.com/documents/notice-by-landlord-to-revise-rent/
> Notice by Landlord not to renew Tenancy or Lease,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT DOCUMENT\nThis is a notice by a Landlord informing the tenant that the lease/tenancy will not be\nrenewed after expiry. It should be served for at least 1 months before expiry or as provided\nin the lease.\n\nREQUIREMENTS\n• Name and address of the tenant.\n• Property title number.\n\nPROCESS\n• Fill in and sign this letter;\n• Serve the letter to the tenant.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:31233,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;14&quot;:{&quot;1&quot;:2,&quot;2&quot;:0},&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12,&quot;17&quot;:0}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:14}{&quot;1&quot;:210,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:222}{&quot;1&quot;:283,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:290}""><strong>ABOUT DOCUMENT</strong>
This is a notice by a Landlord informing the tenant that the lease/tenancy will not be
renewed after expiry. It should be served for at least 1 months before expiry or as provided
in the lease.
<strong>REQUIREMENTS</strong>
• Name and address of the tenant.
• Property title number.
<strong>PROCESS</strong>
• Fill in and sign this letter;
• Serve the letter to the tenant.</span>",https://www.lawyerwangu.com/documents/notice-by-landlord-not-to-renew-tenancy/
> Memo Informing Death of an Employee,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\nThis Internal Memo informing death of a colleague.\n\nREQUIREMENTS\n Name of the deceased colleague.\n• Date of death.\n• Designation.\n\nPROCESS\n• Fill in and sign this memo.\n• Publish the memo on notice boards or serve to Employees on email.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:13057,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:19}{&quot;1&quot;:72,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:84}{&quot;1&quot;:151,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:158}""><strong>ABOUT THIS DOCUMENT</strong>
This Internal Memo informing death of a colleague.
<strong>REQUIREMENTS</strong>
Name of the deceased colleague.
• Date of death.
• Designation.
<strong>PROCESS</strong>
• Fill in and sign this memo.
• Publish the memo on notice boards or serve to Employees on email.</span>",https://www.lawyerwangu.com/documents/memo-informing-death-of-an-employee/
> Memo for Salary Reduction,"<p style=""text-align: justify;""><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\nThis Memo is inform all staff members of proposed salary reduction.\n\nREQUIREMENTS\n• Name and address of Employer.\n• Proposed salary reduction percentage.\n\nPROCESS\n• Fill in and sign this memo.\n• Publish the memo on notice boards or serve to Employees on email.\n\nNB: Do not effect the pay cut before the he Employees and or their Union to sign a\nConsent to Salary Reduction.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:13057,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:19}{&quot;1&quot;:88,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:101}{&quot;1&quot;:175,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:182}{&quot;1&quot;:282,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:285}{&quot;1&quot;:365,&quot;2&quot;:{&quot;5&quot;:1}}""><strong>ABOUT THIS DOCUMENT</strong>
This Memo is inform all staff members of proposed salary reduction.
<strong>REQUIREMENTS</strong>
• Name and address of Employer.
• Proposed salary reduction percentage.
<strong>PROCESS</strong>
• Fill in and sign this memo.
• Publish the memo on notice boards or serve to Employees on email.</span></p>
NB: Do not effect the pay cut before the he Employees and or their Union to sign a
Consent to Salary Reduction.",https://www.lawyerwangu.com/documents/memo-for-salary-reduction/
> Memo for Appointment/Promotion of an Employee,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\nThis Internal Memo is used to inform an appointment or promotion within the organization.\n\nREQUIREMENTS\n• Name of the Appointee.\n• New designation.\nPROCESS\n• Fill in and sign this memo.\n• Publish the memo on notice boards or serve to Employees on email.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:13057,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:19}{&quot;1&quot;:111,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:123}{&quot;1&quot;:168,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:175}""><strong>ABOUT THIS DOCUMENT</strong>
This Internal Memo is used to inform an appointment or promotion within the organization.
<strong>REQUIREMENTS</strong>
• Name of the Appointee.
• New designation.
<strong>PROCESS</strong>
• Fill in and sign this memo.
• Publish the memo on notice boards or serve to Employees on email.</span>",https://www.lawyerwangu.com/documents/memo-for-appointment-promotion-of-an-employee/
> Medical Specific Power of Attorney,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\nThis is a Specific Medical POA appointing an Attorney to make all medical decisions on\nbehalf of the Donor (when the Donor is not capable), EXCEPT for certain procedures the Donor\ndoes not wish to undergo. It is required by Hospitals, Medical Insurance providers or\nHealthcare institutions to allow an Attorney make healthcare decisions on behalf of the Donor.\n\nREQUIREMENTS\n• Name, ID and address of the Attorney.\n\nPROCEDURE\n• Fill in this POA.\n• Sign before a Commissioner for oaths, Notary Public, Magistrate or Consular officer.\n• Present the POA for stamp duty at the nearest Lands Registry within 30 days.\n• Give an Original duplicate of the POA to the Attorney.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:12801,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:19}{&quot;1&quot;:382,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:394}{&quot;1&quot;:436,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:445}""><strong>ABOUT THIS DOCUMENT</strong>
This is a Specific Medical POA appointing an Attorney to make all medical decisions on
behalf of the Donor (when the Donor is not capable), EXCEPT for certain procedures the Donor
does not wish to undergo. It is required by Hospitals, Medical Insurance providers or
Healthcare institutions to allow an Attorney make healthcare decisions on behalf of the Donor.
<strong>REQUIREMENTS</strong>
• Name, ID and address of the Attorney.
<strong>PROCEDURE</strong>
• Fill in this POA.
• Sign before a Commissioner for oaths, Notary Public, Magistrate or Consular officer.
• Present the POA for stamp duty at the nearest Lands Registry within 30 days.
• Give an Original duplicate of the POA to the Attorney.</span>",https://www.lawyerwangu.com/documents/medical-specific-power-of-attorney/
> Medical General Power of Attorney,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\nThis is a General Medical POA appointing an Attorney to make all medical decisions on\nbehalf of the Donor (when the Donor is not capable). It is required by Hospitals, Medical\nInsurance providers or Healthcare institutions to allow an Attorney make healthcare\ndecisions on behalf of the Donor.\n\nREQUIREMENTS\n• Name, ID and address of the Attorney.\n\nPROCEDURE\n• Fill in this POA.\n• Sign before a Commissioner for Oaths/Magistrate/Consular Officer/Notary Public.\n• Present the POA for stamp duty at the nearest lands registry within 30 days.\n• Share an original duplicate of the POA with your attorney.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:12801,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:19}{&quot;1&quot;:314,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:327}{&quot;1&quot;:368,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:378}""><strong>ABOUT THIS DOCUMENT</strong>
This is a General Medical POA appointing an Attorney to make all medical decisions on
behalf of the Donor (when the Donor is not capable). It is required by Hospitals, Medical
Insurance providers or Healthcare institutions to allow an Attorney make healthcare
decisions on behalf of the Donor.
<strong>REQUIREMENTS</strong>
• Name, ID and address of the Attorney.
<strong>PROCEDURE</strong>
• Fill in this POA.
• Sign before a Commissioner for Oaths/Magistrate/Consular Officer/Notary Public.
• Present the POA for stamp duty at the nearest lands registry within 30 days.
• Share an original duplicate of the POA with your attorney.</span>",https://www.lawyerwangu.com/documents/medical-general-power-of-attorney/
> Request for Loan Restructure,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\nThis letter is a request by a Borrower to a Lender requesting for change of loan repayment instalments. \n\nREQUIREMENTS\n•        Name and address of the Lender. \n•        Loan account number.\n\nPROCEDURE\n•        Fill in this letter.\n•        Sign it and serve on the Lender. \n&quot;}"" data-sheets-userformat=""{&quot;2&quot;:13057,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:19}{&quot;1&quot;:126,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:138}{&quot;1&quot;:212,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:221}""><strong>ABOUT THIS DOCUMENT</strong>
This letter is a request by a Borrower to a Lender requesting for change of loan repayment instalments.
<strong>REQUIREMENTS</strong>
• Name and address of the Lender.
• Loan account number.
<strong>PROCEDURE</strong>
• Fill in this letter.
• Sign it and serve on the Lender.
</span>",https://www.lawyerwangu.com/documents/loan-restructure-letter-to-financiers/
> Loan Agreement between Friends,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\nThis loan agreement is made between Lender and a Borrower as proof for the loan. It is suitable for friendly (non-commercial) loans between friends and family.\n\nREQUIREMENTS \n• Name and address of the borrower.\n• Loan amount.\n• Repayment date. \nPROCEDURE\n• Fill in this agreement.\n• The Lender and Borrower to sign, each in the presence of a witness.\n• Stamp the agreement with Stamp Duty within 30 days (at the nearest Lands Registry).\n&quot;}"" data-sheets-userformat=""{&quot;2&quot;:12801,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:19}{&quot;1&quot;:183,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:196}{&quot;1&quot;:288,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:297}""><strong>ABOUT THIS DOCUMENT</strong>
This loan agreement is made between Lender and a Borrower as proof for the loan. It is suitable for friendly (non-commercial) loans between friends and family.
<strong>REQUIREMENTS </strong>
• Name and address of the borrower.
• Loan amount.
• Repayment date.
<strong>PROCEDURE</strong>
• Fill in this agreement.
• The Lender and Borrower to sign, each in the presence of a witness.
• Stamp the agreement with Stamp Duty within 30 days (at the nearest Lands Registry).
</span>",https://www.lawyerwangu.com/documents/loan-agreement-simple/
> Loan Agreement for Business,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\r\nThis loan agreement is made between Lender and a Borrower as proof for the loan. It includes interest, penalties and security. It is suitable for business and commercial loans.\r\n\r\nREQUIREMENTS \r\n•\tName and address of the borrower.\r\n•\tLoan amount.\r\n•\tMonthly interest rate. \r\n•\tPenalty rate. \r\nPROCEDURE\r\n•\tFill in this agreement.\r\n•\tThe Lender and Borrower to sign the agreement in the presence of a witness.\r\n•\tThe agreement should be stamped with Stamp Duty within 30 days (at the nearest Lands Registry).\r\n&quot;}"" data-sheets-userformat=""{&quot;2&quot;:31489,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;14&quot;:{&quot;1&quot;:2,&quot;2&quot;:0},&quot;15&quot;:&quot;Calibri, sans-serif&quot;,&quot;16&quot;:11,&quot;17&quot;:1}"" data-sheets-textstyleruns=""{&quot;1&quot;:0}{&quot;1&quot;:19,&quot;2&quot;:{&quot;5&quot;:0}}{&quot;1&quot;:201}{&quot;1&quot;:214,&quot;2&quot;:{&quot;5&quot;:0}}{&quot;1&quot;:315}{&quot;1&quot;:324,&quot;2&quot;:{&quot;5&quot;:0}}""><strong>ABOUT THIS DOCUMENT </strong>
This loan agreement is made between Lender and a Borrower as proof for the loan. It includes interest, penalties and security. It is suitable for business and commercial loans.
<strong>REQUIREMENTS </strong>
• Name and address of the borrower.
• Loan amount.
• Monthly interest rate.
• Penalty rate.
<strong>PROCEDURE </strong>
• Fill in this agreement.
• The Lender and Borrower to sign the agreement in the presence of a witness.
• The agreement should be stamped with Stamp Duty within 30 days (at the nearest Lands Registry).
</span>",https://www.lawyerwangu.com/documents/loan-agreement-detailed/
> License Agreement (Commercial Premises),"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT \nThis License Agreement is the right option instead of a Commercial Premises Lease Agreement for less than 5 years. The License is not subject to the jurisdiction of the Business Premises Rent Tribunal (BRPT).\n\nREQUIREMENTS \n• Name and address of the Licensor (Landlord)\n• Name and address of the Licensee (Tenant)\n• Description of the premises. \n• License fee (Rent), Security deposit and service charge payable. \n• Termination notice.\n\nPROCEDURE\n• Fill in this agreement.\n• The Licensor (landlord) and Licensee (tenant) to sign before a witness.\n• Stamp the agreement with Stamp Duty within 30 days (at the nearest Lands Registry).\n&quot;}"" data-sheets-userformat=""{&quot;2&quot;:31233,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;14&quot;:{&quot;1&quot;:2,&quot;2&quot;:0},&quot;15&quot;:&quot;Tahoma, sans-serif&quot;,&quot;16&quot;:12,&quot;17&quot;:0}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:20}{&quot;1&quot;:231,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:244}{&quot;1&quot;:492,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:502}""><strong>ABOUT THIS DOCUMENT </strong>
This License Agreement is the right option instead of a Commercial Premises Lease Agreement for less than 5 years. The License is not subject to the jurisdiction of the Business Premises Rent Tribunal (BRPT).
<strong>REQUIREMENTS </strong>
• Name and address of the Licensor (Landlord)
• Name and address of the Licensee (Tenant)
• Description of the premises.
• License fee (Rent), Security deposit and service charge payable.
• Termination notice.
<strong>PROCEDURE</strong>
• Fill in this agreement.
• The Licensor (landlord) and Licensee (tenant) to sign before a witness.
• Stamp the agreement with Stamp Duty within 30 days (at the nearest Lands Registry).
</span>",https://www.lawyerwangu.com/documents/license-agreement-for-commercial-premises/
> Letter to Terminate Erroneous Application made on NTSA TIMS,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\nThis letter is required to terminate/cancel erroneous applications on NTSA TIMS portal.\n\nREQUIREMENTS\n• Motor vehicle registration number.\n• Application made in error.\n\nPROCESS\n• Fill in this letter.\n• Deliver to NTSA office near you.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:13057,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:19}{&quot;1&quot;:109,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:121}{&quot;1&quot;:191,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:199}""><strong>ABOUT THIS DOCUMENT</strong>
This letter is required to terminate/cancel erroneous applications on NTSA TIMS portal.
<strong>REQUIREMENTS</strong>
• Motor vehicle registration number.
• Application made in error.
<strong>PROCESS</strong>
• Fill in this letter.
• Deliver to NTSA office near you.</span>",https://www.lawyerwangu.com/documents/letter-to-terminate-erroneous-application-made-on-ntsa-tims/
> Letter of Refusal to Give a Recommendation,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\nThis letter is required when an Employer is not able to give a positive recommendation to an Employee.\n\nREQUIREMENTS \n•        Name and address of Employee.\n•        Reasons for refusal to issue recommendation letter. \n\nPROCESS\n•        Employer to fill in and sign this letter.\n•        Serve the letter to the Employee. \n&quot;}"" data-sheets-userformat=""{&quot;2&quot;:13057,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:19}{&quot;1&quot;:124,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:137}{&quot;1&quot;:240,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:247}""><strong>ABOUT THIS DOCUMENT</strong>
This letter is required when an Employer is not able to give a positive recommendation to an Employee.
<strong>REQUIREMENTS </strong>
• Name and address of Employee.
• Reasons for refusal to issue recommendation letter.
<strong>PROCESS</strong>
• Employer to fill in and sign this letter.
• Serve the letter to the Employee.
</span>",https://www.lawyerwangu.com/documents/letter-of-refusal-to-give-a-recommendation/
> Letter of Parental Consent to Child Travel,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\nThis letter is issued by Parents or Guardians to the Embassy issuing Visa where a child is\ntravelling with one parent or other persons.\n\nREQUIREMENTS\n• Name of minor.\n• Name and ID of person travelling with the child.\n• Date of departure and date of return.\n\nPROCESS\n• Fill in this letter.\n• Carry original letter during travel and to present to immigration officer if required.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:31233,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;14&quot;:{&quot;1&quot;:2,&quot;2&quot;:0},&quot;15&quot;:&quot;Tahoma, sans-serif&quot;,&quot;16&quot;:12,&quot;17&quot;:0}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:19}{&quot;1&quot;:157,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:169}{&quot;1&quot;:279,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:286}""><strong>ABOUT THIS DOCUMENT</strong>
This letter is issued by Parents or Guardians to the Embassy issuing Visa where a child is
travelling with one parent or other persons.
<strong>REQUIREMENTS</strong>
• Name of minor.
• Name and ID of person travelling with the child.
• Date of departure and date of return.
<strong>PROCESS</strong>
• Fill in this letter.
• Carry original letter during travel and to present to immigration officer if required.</span>",https://www.lawyerwangu.com/documents/letter-of-parental-consent-to-child-travel/
> Letter of Consent to Register a Company with Similar Name,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\nThis letter is required to be filed for reservation of name of another Company with a near or\nsimilar names e.g an Associate or Group Company under section 57 (2) of the Companies\nAct.\nREQUIREMENTS\n• Name of existing Company.\n• Name of Proposed Company.\nPROCESS\n• Fill in this letter.\n• The letter is signed by a Director or the Company Secretary.\n• Upload this letter together with a copy of certificate of incorporation of the Company\nupon reservation for registration of the proposed company.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:8705,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;16&quot;:10}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:19}{&quot;1&quot;:205,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:217}{&quot;1&quot;:274,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:281}""><strong>ABOUT THIS DOCUMENT:</strong>
This letter is required to be filed for reservation of name of another Company with a near or
similar names e.g an Associate or Group Company under section 57 (2) of the Companies
Act.
<strong>REQUIREMENTS:</strong>
• Name of existing Company.
• Name of Proposed Company.
<strong>PROCESS:</strong>
• Fill in this letter.
• The letter is signed by a Director or the Company Secretary.
• Upload this letter together with a copy of certificate of incorporation of the Company
upon reservation for registration of the proposed company.</span>",https://www.lawyerwangu.com/documents/letter-of-consent-to-register-a-company-with-similar-name/
> Letter of Confirmation of Employment,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\nThis letter is given to an Employee after successful completion of probation, confirming employment. \n\nREQUIREMENTS \n• Name and address of Employee.\n• Date of the Employment Contract.\n\nPROCESS\n• Employer to fill in and sign this letter.\n• Serve the letter to the Employee&quot;}"" data-sheets-userformat=""{&quot;2&quot;:8705,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;16&quot;:10}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:19}{&quot;1&quot;:123,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:136}{&quot;1&quot;:218,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:226}""><strong>ABOUT THIS DOCUMENT</strong>
This letter is given to an Employee after successful completion of probation, confirming employment.
<strong>REQUIREMENTS</strong>
• Name and address of Employee.
• Date of the Employment Contract.
<strong>PROCESS</strong>
• Employer to fill in and sign this letter.
• Serve the letter to the Employee</span>",https://www.lawyerwangu.com/documents/letter-of-confirmation-of-employment-2/
> Landlord Acceptance of Rent Reduction,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT DOCUMENT\nThis is a letter by a landlord accepting a tenant’s request for rent reduction.\n\nREQUIREMENTS\n• Name and address of the tenant. \n• Property Title number.\n\nPROCESS \n• Fill in and sign this letter;\n• Serve the letter to the tenant.\n&quot;}"" data-sheets-userformat=""{&quot;2&quot;:13057,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:14}{&quot;1&quot;:96,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:108}{&quot;1&quot;:184,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:192}""><strong>ABOUT DOCUMENT</strong>
This is a letter by a landlord accepting a tenant’s request for rent reduction.
<strong>REQUIREMENTS</strong>
• Name and address of the tenant.
• Property Title number.
<strong>PROCESS </strong>
• Fill in and sign this letter;
• Serve the letter to the tenant.
</span>",https://www.lawyerwangu.com/documents/landlord-acceptance-letter-for-rent-reduction/
